,Questions,Answers
610,There is only one controller if you need the second one you need to buy it. Also some games use kinect you need to have that also I was told if you want to make this x box to hold more info you need to get a flash drive. Before I bought it on line I asked a lot of questions who had one and also people at stores who are in that department.  I hope I helped you,There is only one controller if you need the second one you need to buy it. Also some games use kinect you need to have that also I was told if you want to make this x box to hold more info you need to get a flash drive. Before I bought it on line I asked a lot of questions who had one and also people at stores who are in that department.  I hope I helped you
611,"No, just for Rock band 3","No, just for Rock band 3"
612,"Standard Blackwidow Ultimate has only blue with five intensity levels. There are other versions that give other colors (Dragon Age 2 with red and Battlefield 3 with orange), but each keyboard can only give one color at a time.","Standard Blackwidow Ultimate has only blue with five intensity levels. There are other versions that give other colors (Dragon Age 2 with red and Battlefield 3 with orange), but each keyboard can only give one color at a time."
613,"Some features work out of the box, such as the normal keys, the audio jack, the media keys and the USB hub. Other features require the software which is not available for MAC. Meaning it's a waste of money if you have a MAC... because you won't get the advanced features out of it.","Some features work out of the box, such as the normal keys, the audio jack, the media keys and the USB hub. Other features require the software which is not available for MAC. Meaning it's a waste of money if you have a MAC... because you won't get the advanced features out of it."
614,"Yes, any number of your own troops can occupy the same space.","Yes, any number of your own troops can occupy the same space."
615,Yes. I use Windows 8. Keep in mind the LA PD mod. It adds a nice Los Angeles feel to the game.,Yes. I use Windows 8. Keep in mind the LA PD mod. It adds a nice Los Angeles feel to the game.
616,You buy the game outright from amazon.  It is not like the other game companies that charge you every month.,You buy the game outright from amazon.  It is not like the other game companies that charge you every month.
617,yes  mine did,yes  mine did
618,"If you do this, you're gonna receive the code on your email, from Amazon.Then, you just have to write the code on PS.","If you do this, you're gonna receive the code on your email, from Amazon.Then, you just have to write the code on PS."
619,Yeah! You can play the campaign without an internet connection! :D,Yeah! You can play the campaign without an internet connection! :D
620,"Yes and no. They're different versions of the same exact game. They each have some minor, version exclusive content that the other game does not. This is to encourage player interaction and sharing. But you are not missing out on anything if you get one version and not the other.","Yes and no. They're different versions of the same exact game. They each have some minor, version exclusive content that the other game does not. This is to encourage player interaction and sharing. But you are not missing out on anything if you get one version and not the other."
621,No,No
622,It is the actual physical box copy of the game,It is the actual physical box copy of the game
623,The Razer Mamba is a hybrid design wireless mouse where the charging station acts as the receiver for the mouse signal. The USB connection on the charging unit is also the same cable you move to your Mamba to put it in wired mode.,The Razer Mamba is a hybrid design wireless mouse where the charging station acts as the receiver for the mouse signal. The USB connection on the charging unit is also the same cable you move to your Mamba to put it in wired mode.
624,The one I had the cord was damaged. I had to  play with the cord,The one I had the cord was damaged. I had to  play with the cord
625,No it says it specifically on the xbox adapter page on xbox.com that it does not work with the xbox one.,No it says it specifically on the xbox adapter page on xbox.com that it does not work with the xbox one.
626,No just on the X box 360,No just on the X box 360
627,"I believe it will work for up to four, although I've only had two connected personally.","I believe it will work for up to four, although I've only had two connected personally."
628,A mouse is fine,A mouse is fine
629,5700 if I remember correctly.,5700 if I remember correctly.
630,"Yes the cable works with both Rocksmith and Rocksmith 2014, as I have both on my laptops, I use both since some songs can only be played with Rocksmith, so you will not have any issues using the cable for just Rocksmith, enjoy playing..............","Yes the cable works with both Rocksmith and Rocksmith 2014, as I have both on my laptops, I use both since some songs can only be played with Rocksmith, so you will not have any issues using the cable for just Rocksmith, enjoy playing.............."
631,"Yes, it works with Mac.  A few of the extra keys do not work, but the standard keyboard works as any other would.","Yes, it works with Mac.  A few of the extra keys do not work, but the standard keyboard works as any other would."
632,"The other games aren't separate downloads. Just open Traitor Soul, make your character etc.., and then once you start playing you will start out in the Temple of Fate and have the option to go to the town of Grove (Game 1), the outpost of Druantia (Game 2), or the Outpost of Typhon. Unfortunately the Town of Grove isn't exactly like the original Fate (you'll notice the differences in monsters, your pet, merchandise, etc..) which irked me at first, but once you get used to them they're pretty neat.","The other games aren't separate downloads. Just open Traitor Soul, make your character etc.., and then once you start playing you will start out in the Temple of Fate and have the option to go to the town of Grove (Game 1), the outpost of Druantia (Game 2), or the Outpost of Typhon. Unfortunately the Town of Grove isn't exactly like the original Fate (you'll notice the differences in monsters, your pet, merchandise, etc..) which irked me at first, but once you get used to them they're pretty neat."
633,Yes it does!,Yes it does!
634,Yes.  Ogre is playable when you start the game.,Yes.  Ogre is playable when you start the game.
635,Yes it does it work really good with ps3 I love it,Yes it does it work really good with ps3 I love it
636,"This will NOT work for the playstation 3 as it only has a small jack that is customary on laptops, phones ect. You will either need to get a wireless headset or look into getting the Sony pulse. If you want to get a cheap mic, use the official Sony branded blutooth headset that pairs automatically with your PS3. Hope this helps :)","This will NOT work for the playstation 3 as it only has a small jack that is customary on laptops, phones ect. You will either need to get a wireless headset or look into getting the Sony pulse. If you want to get a cheap mic, use the official Sony branded blutooth headset that pairs automatically with your PS3. Hope this helps :)"
637,It's always blue.,It's always blue.
638,"yes the cable work with out the battery, plus it keeps your controller on with the charging cable pluged in the controller. but it wont carge your controller on it own with out charging battery that is attached to the controller, it would need a charging battery that can be charged to keep the controller on and active.","yes the cable work with out the battery, plus it keeps your controller on with the charging cable pluged in the controller. but it wont carge your controller on it own with out charging battery that is attached to the controller, it would need a charging battery that can be charged to keep the controller on and active."
639,includes both; a 256 ssd and a 750 hdd,includes both; a 256 ssd and a 750 hdd
640,Yes it does.  You have to connect to the Steam server before you can play.,Yes it does.  You have to connect to the Steam server before you can play.
641,Yes. It also depends on how you go about the missions,Yes. It also depends on how you go about the missions
642,Yes it will.,Yes it will.
643,Make sure you have media player enabled under windows programs.,Make sure you have media player enabled under windows programs.
644,"Yes. Just watch for disclaimers stating otherwise. All that aside, you buy new, it comes with one. Happy spending!","Yes. Just watch for disclaimers stating otherwise. All that aside, you buy new, it comes with one. Happy spending!"
645,Yes. I bought it for my son and he uses it on the Wii.,Yes. I bought it for my son and he uses it on the Wii.
646,"Hi, I don't know what version it is, I think it may be the cyborg version and yes the keys do light up and yes you can choose the colour","Hi, I don't know what version it is, I think it may be the cyborg version and yes the keys do light up and yes you can choose the colour"
647,It doesn't need Batteries.. is not wireless uses a USB cable,It doesn't need Batteries.. is not wireless uses a USB cable
648,"You have to have the game specific to your system, but the figures, adventure packs and battle packs will work on any game system.","You have to have the game specific to your system, but the figures, adventure packs and battle packs will work on any game system."
649,"No, only for WII ","No, only for WII "
650,"Yes it does work on Windows 8.1. It does not come with a CD. You have to download an N64 emulator of your choice and then plug in your controller. Once the controller is plugged in and windows recognizes the controller, you can go into your key configurations under the settings in the emulator and edit the keys yourself. Some emulators do require you to manually enter each key one at a time. The product works amazingly. Bought 4 myself and have it all running on my PC.","Yes it does work on Windows 8.1. It does not come with a CD. You have to download an N64 emulator of your choice and then plug in your controller. Once the controller is plugged in and windows recognizes the controller, you can go into your key configurations under the settings in the emulator and edit the keys yourself. Some emulators do require you to manually enter each key one at a time. The product works amazingly. Bought 4 myself and have it all running on my PC."
651,I have no idea...The one sent to me is in German...,I have no idea...The one sent to me is in German...
652,"No, it's a psp 3000.","No, it's a psp 3000."
653,"This response is for the actual software shipped to you and NOT the download which *might* work differently.  ~~  In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile.  (I never registered the product with H&R; Block and she even has a different address than me.)  I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way.  I find no indication that they have limited the e-files so that only ONE user can use them, i.e., nothing on the box or in the material says that.



    This response is for the actual software shipped to you and NOT the download which *might* work differently. ~~ In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile. (I never registered the product with H&R; Block and she even has a different address than me.) I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way. I find no indication that they have limited the e-files so that only ONE user can use them,...
      » 
Read More


   This response is for the actual software shipped to you and NOT the download which *might* work differently.  ~~  In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile.  (I never registered the product with H&R; Block and she even has a different address than me.)  I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way.  I find no indication that they have limited the e-files so that only ONE user can use them, i.e., nothing on the box or in the material says that.
      « 

Show Less","This response is for the actual software shipped to you and NOT the download which *might* work differently.  ~~  In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile.  (I never registered the product with H&R; Block and she even has a different address than me.)  I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way.  I find no indication that they have limited the e-files so that only ONE user can use them, i.e., nothing on the box or in the material says that.



    This response is for the actual software shipped to you and NOT the download which *might* work differently. ~~ In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile. (I never registered the product with H&R; Block and she even has a different address than me.) I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way. I find no indication that they have limited the e-files so that only ONE user can use them,...
      » 
Read More


   This response is for the actual software shipped to you and NOT the download which *might* work differently.  ~~  In previous years, I have used the software to file my own taxes and then passed it to a friend who also used it for her own taxes, including using the efile.  (I never registered the product with H&R; Block and she even has a different address than me.)  I have not finished my taxes for this year yet, but if the previous years are any indication, then it *should* work again the same way.  I find no indication that they have limited the e-files so that only ONE user can use them, i.e., nothing on the box or in the material says that.
      « 

Show Less"
654,"Their brightness can be adjusted, so they can be, but if you don't like them to be that harsh, they can be adjusted to be dimmer.  Hope this helps!","Their brightness can be adjusted, so they can be, but if you don't like them to be that harsh, they can be adjusted to be dimmer.  Hope this helps!"
655,No. Even though it supports it you can play it with just a regular controller.,No. Even though it supports it you can play it with just a regular controller.
656,Yes I am I haven't been able to fix the problem either,Yes I am I haven't been able to fix the problem either
657,"Yes, the version I purchased has both( Slim). I had some little difficulty setting up the wireless network( It isn't that hard, I just didn't know what I was doing). I also established a Bluetooth connection with a Bluetooth keyboard( It was relatively easy.)------ FYI, not backwards compatible with Ps2 games :(","Yes, the version I purchased has both( Slim). I had some little difficulty setting up the wireless network( It isn't that hard, I just didn't know what I was doing). I also established a Bluetooth connection with a Bluetooth keyboard( It was relatively easy.)------ FYI, not backwards compatible with Ps2 games :("
658,"Sorry, I purchased this for my daughter and not sure what works with it.  I hope someone else knows. Sweetpea","Sorry, I purchased this for my daughter and not sure what works with it.  I hope someone else knows. Sweetpea"
659,"This is the full game,  a demo is available at their website WWW. Eurotrucksimulator. Com","This is the full game,  a demo is available at their website WWW. Eurotrucksimulator. Com"
660,"no, they pulled the plug on everything.","no, they pulled the plug on everything."
661,"Yes, 8.1 I'm unsure of but i run it on 8.","Yes, 8.1 I'm unsure of but i run it on 8."
662,The default setting of it will change the sensor DPI based on settings in the control panel for the mouse.  They can range from 250-2500 and you can have 3 preset ranges to cycle through.  In addition if you don't want/need the settings changed it can be reassigned for other functions also in the control panel along with being disabled if not needed at all.,The default setting of it will change the sensor DPI based on settings in the control panel for the mouse.  They can range from 250-2500 and you can have 3 preset ranges to cycle through.  In addition if you don't want/need the settings changed it can be reassigned for other functions also in the control panel along with being disabled if not needed at all.
663,It can be used to play on a PC but it does need special software.  Try this address for software- http://forums.pcsx2.net/Thread-DS4-To-XInput-Wrapper,It can be used to play on a PC but it does need special software.  Try this address for software- http://forums.pcsx2.net/Thread-DS4-To-XInput-Wrapper
664,"By default the spoken language is English but you can change it to Spanish, French, or Portuguese on the options .","By default the spoken language is English but you can change it to Spanish, French, or Portuguese on the options ."
665,....,....
666,"The drivers just came out today, so you can now use it too for PC.","The drivers just came out today, so you can now use it too for PC."
667,"Yes, it has the conquerors expansion","Yes, it has the conquerors expansion"
668,"Play Station has stopped supporting the on line races that they used to provide every month in GT5.  I would buy a used GT6 game if you like the time trials.  GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials.  I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned.  GT6 is harder to earn lots of money and there isn't many cars that you can win.  (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5.  If you have a large garage full of cars with GT5 then it would be good to own it again if you can buy it at a decent price.  The racing dynamics are not noticeably better with GT6 and some think it is actually worse than GT5.  I know Sony is still tweaking it to make it better like they did with GT5.  It might be worth while to get it if you can buy it cheap. Certainly not $50 like I paid for it when it came out.  Maybe 25 to 30 dollars would be reasonable.  Hope this helped you.



    Play Station has stopped supporting the on line races that they used to provide every month in GT5. I would buy a used GT6 game if you like the time trials. GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials. I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned. GT6 is harder to earn lots of money and there isn't many cars that you can win. (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5. If you have a large garage full of cars with GT5 then it would...
      » 
Read More


   Play Station has stopped supporting the on line races that they used to provide every month in GT5.  I would buy a used GT6 game if you like the time trials.  GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials.  I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned.  GT6 is harder to earn lots of money and there isn't many cars that you can win.  (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5.  If you have a large garage full of cars with GT5 then it would be good to own it again if you can buy it at a decent price.  The racing dynamics are not noticeably better with GT6 and some think it is actually worse than GT5.  I know Sony is still tweaking it to make it better like they did with GT5.  It might be worth while to get it if you can buy it cheap. Certainly not $50 like I paid for it when it came out.  Maybe 25 to 30 dollars would be reasonable.  Hope this helped you.
      « 

Show Less","Play Station has stopped supporting the on line races that they used to provide every month in GT5.  I would buy a used GT6 game if you like the time trials.  GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials.  I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned.  GT6 is harder to earn lots of money and there isn't many cars that you can win.  (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5.  If you have a large garage full of cars with GT5 then it would be good to own it again if you can buy it at a decent price.  The racing dynamics are not noticeably better with GT6 and some think it is actually worse than GT5.  I know Sony is still tweaking it to make it better like they did with GT5.  It might be worth while to get it if you can buy it cheap. Certainly not $50 like I paid for it when it came out.  Maybe 25 to 30 dollars would be reasonable.  Hope this helped you.



    Play Station has stopped supporting the on line races that they used to provide every month in GT5. I would buy a used GT6 game if you like the time trials. GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials. I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned. GT6 is harder to earn lots of money and there isn't many cars that you can win. (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5. If you have a large garage full of cars with GT5 then it would...
      » 
Read More


   Play Station has stopped supporting the on line races that they used to provide every month in GT5.  I would buy a used GT6 game if you like the time trials.  GT6 did not provide any extra races on the online part like GT5 did other than stupid time trials.  I thought it was easier to tune your cars in GT5 and had over 700 cars that I owned.  GT6 is harder to earn lots of money and there isn't many cars that you can win.  (maybe 20) I haven't played it in several months as I got bored with it, something that didn't happen with GT5.  If you have a large garage full of cars with GT5 then it would be good to own it again if you can buy it at a decent price.  The racing dynamics are not noticeably better with GT6 and some think it is actually worse than GT5.  I know Sony is still tweaking it to make it better like they did with GT5.  It might be worth while to get it if you can buy it cheap. Certainly not $50 like I paid for it when it came out.  Maybe 25 to 30 dollars would be reasonable.  Hope this helped you.
      « 

Show Less"
669,Yes. It has an option for Portugese audio. Being Brazil dominates most classes in mma it would be very disappointing if it didn't.,Yes. It has an option for Portugese audio. Being Brazil dominates most classes in mma it would be very disappointing if it didn't.
670,"Comes with the Baby Behemoth minion, Coeurl mount, Helm of Light, and Behemoth Barding, as well as a Moogle Minion and a Fat Chocobo mount which were recently released. You'll get in game mail, which you have to pick up at a mail moogle that has each item attached.","Comes with the Baby Behemoth minion, Coeurl mount, Helm of Light, and Behemoth Barding, as well as a Moogle Minion and a Fat Chocobo mount which were recently released. You'll get in game mail, which you have to pick up at a mail moogle that has each item attached."
671,You can,You can
672,No. One player or multiplayer online only.,No. One player or multiplayer online only.
673,yes there is a port mic jack on it so you can listen to music while you game. There is also Bluetooth if you wanted to use that to listen to music through your phone.,yes there is a port mic jack on it so you can listen to music while you game. There is also Bluetooth if you wanted to use that to listen to music through your phone.
674,No only for updates but not for playing watching movies listing to music you download from a music,No only for updates but not for playing watching movies listing to music you download from a music
675,"No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience.  1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes).  They balance it out with the 'live players' so it's a good mix.  2) There is a traditional 'campaign' mode that you can play from start to finish, but again, it's always online and there's always 'live' players mixed in with the computer enemies.  3) The developer rolled out their new enhanced 'match making' algorithm which takes the learning curve frustrations out of the way, i.e. as you get better, they match you with better players and visa versa.There's a 'training' section but that's super basic stuff.The game is just awesome... your pilots are outfitted with special jump kits so, in addition to walking, running, sprinting, etc. you can jump and get these little jet powered boosts... and there's the ability to perform special wall running/jumping moves that changes the shooter landscape completely.. Hope that helps...



    No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience. 1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes). They balance it out with the 'live players' so it's a good mix. 2) There is a traditional 'campaign' mode that you can play from start to finish, but...
      » 
Read More


   No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience.  1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes).  They balance it out with the 'live players' so it's a good mix.  2) There is a traditional 'campaign' mode that you can play from start to finish, but again, it's always online and there's always 'live' players mixed in with the computer enemies.  3) The developer rolled out their new enhanced 'match making' algorithm which takes the learning curve frustrations out of the way, i.e. as you get better, they match you with better players and visa versa.There's a 'training' section but that's super basic stuff.The game is just awesome... your pilots are outfitted with special jump kits so, in addition to walking, running, sprinting, etc. you can jump and get these little jet powered boosts... and there's the ability to perform special wall running/jumping moves that changes the shooter landscape completely.. Hope that helps...
      « 

Show Less","No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience.  1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes).  They balance it out with the 'live players' so it's a good mix.  2) There is a traditional 'campaign' mode that you can play from start to finish, but again, it's always online and there's always 'live' players mixed in with the computer enemies.  3) The developer rolled out their new enhanced 'match making' algorithm which takes the learning curve frustrations out of the way, i.e. as you get better, they match you with better players and visa versa.There's a 'training' section but that's super basic stuff.The game is just awesome... your pilots are outfitted with special jump kits so, in addition to walking, running, sprinting, etc. you can jump and get these little jet powered boosts... and there's the ability to perform special wall running/jumping moves that changes the shooter landscape completely.. Hope that helps...



    No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience. 1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes). They balance it out with the 'live players' so it's a good mix. 2) There is a traditional 'campaign' mode that you can play from start to finish, but...
      » 
Read More


   No, it does not... it's the first that I've ever experienced a game like this - everything you do is online/multiplayer; however, there are the following features that give you the 'single player' experience.  1) Small Squads - the online players make up about 10 of the soldiers that are fighting on the field; there are dozens of 'grunts' and 'spectres' which are part of the program (much easier to kill like in traditional single player modes).  They balance it out with the 'live players' so it's a good mix.  2) There is a traditional 'campaign' mode that you can play from start to finish, but again, it's always online and there's always 'live' players mixed in with the computer enemies.  3) The developer rolled out their new enhanced 'match making' algorithm which takes the learning curve frustrations out of the way, i.e. as you get better, they match you with better players and visa versa.There's a 'training' section but that's super basic stuff.The game is just awesome... your pilots are outfitted with special jump kits so, in addition to walking, running, sprinting, etc. you can jump and get these little jet powered boosts... and there's the ability to perform special wall running/jumping moves that changes the shooter landscape completely.. Hope that helps...
      « 

Show Less"
676,Most definitely !!!,Most definitely !!!
677,3 separate codes.,3 separate codes.
678,"Hi! You can use any pc available controller. I for one, use the 360 controller sometimes but my brother uses his ps3 controller and it works nice with both.","Hi! You can use any pc available controller. I for one, use the 360 controller sometimes but my brother uses his ps3 controller and it works nice with both."
679,"I don't know, is 'ghsoting' motion blurring?If it is, then I think so, I have it and never noticed.","I don't know, is 'ghsoting' motion blurring?If it is, then I think so, I have it and never noticed."
680,"why would you even ask this? it's a ""retro"" version of an old school game gear. not everything needs facebook or wifi lol","why would you even ask this? it's a ""retro"" version of an old school game gear. not everything needs facebook or wifi lol"
681,I forgot to tell you that I was using a splitter on mine. The head set plugs into the controller for power no batteries for the head set. But the part  that plugs into the controller has a 3.5 plug on. Because you can unplug the head set and plug it straight into your iPhone and it works. There is also another cord Polk sent me for free that is for use with a phone and it has a built in mic... Hope this helped a little.,I forgot to tell you that I was using a splitter on mine. The head set plugs into the controller for power no batteries for the head set. But the part  that plugs into the controller has a 3.5 plug on. Because you can unplug the head set and plug it straight into your iPhone and it works. There is also another cord Polk sent me for free that is for use with a phone and it has a built in mic... Hope this helped a little.
682,"Hey, lopez. The game is the cartridge only thing you can do online wise is check out other player scores on a scoreboard.","Hey, lopez. The game is the cartridge only thing you can do online wise is check out other player scores on a scoreboard."
683,Yes it also plays on the Wii U.  Played it this morning. :),Yes it also plays on the Wii U.  Played it this morning. :)
684,"Yes Halim S. I have used it in two separate countries since I bought it. Currently, I am in a country with electricity rating 220 Volts, alternating at 50 cycles per second. That means this device does accept 220 Volts at 50 Hertz, and you do not need a voltage converter. It has multi-voltage support, just like the PS4. It is definitely ""plug and play"" anywhere in the world. Enjoy your purchase.","Yes Halim S. I have used it in two separate countries since I bought it. Currently, I am in a country with electricity rating 220 Volts, alternating at 50 cycles per second. That means this device does accept 220 Volts at 50 Hertz, and you do not need a voltage converter. It has multi-voltage support, just like the PS4. It is definitely ""plug and play"" anywhere in the world. Enjoy your purchase."
685,"It is 5 inches from the microphone extension outlet. In reality, it is about 4 1/2 inches (or less) depending on how you bend or shape it.That is not really long enough and I have volume issues since purchasing these to the point where I'd just be better off with a secondary mic.","It is 5 inches from the microphone extension outlet. In reality, it is about 4 1/2 inches (or less) depending on how you bend or shape it.That is not really long enough and I have volume issues since purchasing these to the point where I'd just be better off with a secondary mic."
686,"Hello Eric, You sure can use 2 Stinkyboards at the same time. You can actually use as many Stinkies as you have USB ports.  Each board can be given a unique name and programmed separately.","Hello Eric, You sure can use 2 Stinkyboards at the same time. You can actually use as many Stinkies as you have USB ports.  Each board can be given a unique name and programmed separately."
687,"I'm not sure what triton triggers are, but I have a pair of high end triton headphones that I use with my Xbox 360. I purchased this cable to replace the oem one that broke! Hope this helps some!","I'm not sure what triton triggers are, but I have a pair of high end triton headphones that I use with my Xbox 360. I purchased this cable to replace the oem one that broke! Hope this helps some!"
688,"Yeah the five episodes and the dlc are on the disc, the game is in english","Yeah the five episodes and the dlc are on the disc, the game is in english"
689,500 GB,500 GB
690,It's for playing vita games on your television. . But it is region locked and you must open a Japanese PSN account. I like mine would just love it if it was region locked,It's for playing vita games on your television. . But it is region locked and you must open a Japanese PSN account. I like mine would just love it if it was region locked
691,Try delete the driver and reinstall again?,Try delete the driver and reinstall again?
692,330 lbs.,330 lbs.
693,Same exact game. Different characters.,Same exact game. Different characters.
694,It could help but it is not necessary. Entirely different story.,It could help but it is not necessary. Entirely different story.
695,"A steam account, is an account on this page http://store.steampowered.com/. You can download a software there that allows you to install games to your computer and play them from this software platform. Games from steam usually come at great discounts. Imagine downloading a playstation interface to your computer. It's like having a playstation account. Instead it's from a provider called Steam, and thus it is a Steam Account.","A steam account, is an account on this page http://store.steampowered.com/. You can download a software there that allows you to install games to your computer and play them from this software platform. Games from steam usually come at great discounts. Imagine downloading a playstation interface to your computer. It's like having a playstation account. Instead it's from a provider called Steam, and thus it is a Steam Account."
696,"Yes it will, it's just DLC (downloadable content) that will add maps and other upgrades to your experience","Yes it will, it's just DLC (downloadable content) that will add maps and other upgrades to your experience"
697,Nope. Phantom Pain is not out yet. The bonus in this game is a Phantom Pain's trailer only.,Nope. Phantom Pain is not out yet. The bonus in this game is a Phantom Pain's trailer only.
698,"I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay when playing here. I've only noticed somewhat longer loading times.



    I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay...
      » 
Read More


   I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay when playing here. I've only noticed somewhat longer loading times.
      « 

Show Less","I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay when playing here. I've only noticed somewhat longer loading times.



    I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay...
      » 
Read More


   I am also in Japan, playing on a NA account, and it has been difficult trying to renew my subscription over here. Mogstation won't accept my Visa, presumably because it now recognizes it's not in the same country as the billing address. I can confirm that these cards do work for people in our situations - you'll enter it into the MogStation website. I've seen FF14 cards in the convenience stores over here - make sure you don't use these, because they won't work with a NA account.And for anyone else curious, there is surprisingly no extra lag or noticeable difference in gameplay when playing here. I've only noticed somewhat longer loading times.
      « 

Show Less"
699,"They are both excelent, the Redragon is just a bit too large for my hand.","They are both excelent, the Redragon is just a bit too large for my hand."
700,"The blue light is directed downwards, and it is quite dim. It doesn't bother me, and I suppose it doesn't bother people around me.","The blue light is directed downwards, and it is quite dim. It doesn't bother me, and I suppose it doesn't bother people around me."
701,"Yes it does require an internet connection and the Steam application installed to be able to play the game, even straight out of the box with the CD key. I hope this answer helps you, I did not know that before purchasing and I am unable to play because I do not have an internet connection where I am at this time. Once you are able to get online and activate it with Steam though, apparently you have to set STEAM to offline play (while being online) then afterwards, internet is not required - just activation.","Yes it does require an internet connection and the Steam application installed to be able to play the game, even straight out of the box with the CD key. I hope this answer helps you, I did not know that before purchasing and I am unable to play because I do not have an internet connection where I am at this time. Once you are able to get online and activate it with Steam though, apparently you have to set STEAM to offline play (while being online) then afterwards, internet is not required - just activation."
702,"Have the same question.  Even Best Buy has them on the store shelves for 69.99 each.  And the combo should be significantly less since it probably only has 1 transceiver, and 1 extender cable.","Have the same question.  Even Best Buy has them on the store shelves for 69.99 each.  And the combo should be significantly less since it probably only has 1 transceiver, and 1 extender cable."
703,No it doesn't which is the only thing wrong with this keyboard. The keys are comfortable and we love it even without the stands,No it doesn't which is the only thing wrong with this keyboard. The keys are comfortable and we love it even without the stands
704,Yes,Yes
