,Questions,Answers
1356,I bought this to use for a Canon T3i DSLR and the audio is 1 speaker only. My dual mono adapter I used on my other lapel mic doesn't work with this?,Are you plugging this straight into the camera?.. or into a transmitter?
1357,"what are the internal dimensions? i have a sound module with a depth of 18 1/8"" that i hope to mount on the 6u portion",Yes it will work!
1358,Does the case have a hook for locking the case with a padlock?,No it does not.
1359,Can this mount on the Rode Micro Boom Pole Telescopic Microphone Extension?,Yes
1360,How does this connect to a Mac?  It appears that all the connections are to an iOS device.  What cable is needed to connect to a MacBook Pro?,Box contains cable for Connect to mac.
1361,Do you have rigid case for it avaliable ?,I have a soft gig bag
1362,"is this a tenor, bari, supr?",It is a concert ukulele. I also had a hard time figuring it out. My musical experts pronounced it a Concert Uke as soon as they saw it. It will need better quality strings & also you will need to purchase an amplifier if you want to electronically increase the volume for groups or fun or performing. It does not come w/ an amp - but has the capability to be acoustic or electric. I really like this uke !
1363,Are the dimensions correct? 47x5.2x19.8...seems large for a 3/4 size guitar.,"It it smaller than a ""regular"" guitar, at first I thought I had ordered a regular size version guitar, I just wanted acoustic with nylon strings and it being a Fender is a Plus.  When I recieved it I love the size, it's alot smaller than you think but sitting it is so easy to play and for a child it is the perfect learning size.  but I'm an adult and love the size.  Honestly, I did not know they can in this smaller size..  I love it!!"
1364,How long is the guitar in inches?,Just about 38 inches.
1365,does it weight 15O pounds??,"The instrument and the accessories do not weigh 150 lbs. i would say arond 15-20, and i would say it is because of the packaging. The case is sturdy and lightweight. You can carry it like a backpack. I think this is a good instrument."
1366,Receiver - Control Center WORK WITH BATTERY  OR ELECTRICAL? IF ITS WORK IN ELECTRICAL WHAT IS THE VOLTAGE 110 OR 240 ?,110 my friend wonderful set up works great for a church.
1367,"I thought this had an AC power adapter so you didn't have to run on batteries.  Is that true, or just  batteries?","Good question! I just took the batteries out of my H2n, and connected a standard 5v charger to the USB port and YES, it ran normally in this mode. It did ask me to set the date/time, and I expect it would do this every time I plugged it in."
1368,Can these produce a reasonably good white light?,"Yes the white light is good on the subject, it lights all the LEDs at the same time to produce the white and it is pretty strong at the end of the beam. However the LEDs don't turn white on the actual fixture. Minor details though if no one is looking at the par itself. Plus it's blinding bright when you look right into it"
1369,Where is this uke made?,"Oscar Schmidt Ukes are made in Indonesia but set up here in the U.S. They are made there because of the access to many wood farms in that country. Oscar Schmidt and Washburn are owned by U.S. Music Corporation out of Mundelein, Il"
1370,Is the fretboard wide on this model for easy fingering?  It's for a beginner.,"Nop, it's thin like an electric guitar. But for the price it sounds pretty good."
1371,What are the internal dimensions of the basket?,Stainless tank has rounded corners and tapers to smaller at the bottom. Longer dimension: 7 1/4 inches at top going down to 6 1/2 inches at bottom. Shorter dimension: 6 1/4 inches at top going down to 5 1/2 inches at bottom. Measurements approximate but within 1/8 inch or so.
1372,What are the uses you have given to this item? And how is the built and performance quality?,"I use the amplifier in the classroom daily and the product is made of good quality, easy to use.  However, I would prefer that the belt fasteners were better attached to the amplifier, but it is a great product and worth the money if you talk alot to save your vocals. On the days I don't use it, my voice is strained."
1373,can you tell me the measures and wheight please,"Hi Bruno, I don't know the exact weight, but is very light.  Measures are 50 cm X 17 cms"
1374,Can a suspend pedal be added,There is an outlet on the rear panel for a sustain pedal. I have just ordered one. Joan
1375,how many strips o u get ....1 or 24,"1 strip has 24LEDs I bought two of those to go with the set I bought before . That set came with 6 strips , 1 pair 12"", 1 pair 8"" and a pair of 4"" but I needed more so I bought a pair of the 24"" now am good to go"
1376,I was wondering how much signal gain/boost this pedal is capable of? Looking to get an instrument level close to line level to feed a headphone amp. TIA,"I'm not sure on a technical level how much signal boost this pedal can provide, and I've seen nothing online either, but I've used it straight into a PA without a guitar amp (it's an amp simulator so that sounds pretty good) and it had more than enough signal to work with."
1377,Does this product come with two speakers or just one? Is the 7000 watts the power of one speaker or of both speakers combined?,The price shown is for one speaker and each speaker handles 7000 watts
1378,"The text says that it is a new ""roller"" bridge, but the picture shows a used ""standard"" bridge... which is it?","You are correct about the photo being wrong for this item, I would contact the seller (Ant Hill Music) to verify, and to let them know.  Hope this is of some help.  Best of luck.  Dave G."
1379,does it make your guitar sound like a banjo,"No, it doesn't. A guitar capo increases the key you're playing in one half step for every fret higher you move it.E -> F on the first fret orE -> F# on the second fretThe higher up you move the capo, the brighter and more 'tinny' the sound of your guitar becomes, and on the higher registers one might be able to compare the sound to a ukulele, however I wouldn't say that it would make your guitar sound like a banjo."
1380,Would this fit on a Squire Bullet Strat? All I really need is one of those little springs,If you're talking about the saddle springs then you can likely either buy those in a bag OR gank one from a retractable pen OR make one by wrapping thin wire tightly around a small bolt or dowel or stick or something.
1381,What speaker ohm rating will this amp take?,"8 ohms single speaker.  The detail says speakers.  And there are two 1/4"" speaker outputs on the rear.  I have not tried those.  Using the speakon outlet, I tried to daisy chain two 8 ohm speakers.  But every few minutes the amp would go into protect.  Maybe the 1/4"" outputs will allow two speakers but not the speakon.  I'd have returned it but this is the only mixer amp in this price range on the market.  I use it for all karaoke shows.  It really does crank great sound."
1382,how much ohm is the speaker inside,8 ohm imped.
1383,Dose this capo work well with a Ukelele? Is it built good enough  to compensate for the smaller size?,I have used it on my ukelele but I thought it was overbearing in size and I had to adjust it a lot to get it to work well.  I wouldn't really recommend it for it unless it was used on a baritone ukelele which has a thicker neck.
1384,Will this crossgrade work with my mbox 2 pro (I'm going from 7.4.2 to 10) and will it work on MAC OSX 10.8.5?!,It should but you might want to chech for any recent updates and your going to need an iLok device to use it. Its a usb key to unlock PT 10
1385,Does it come with pedal,"Donna mine did not, a good pair of headphones are crutial also for those late night practices or hearing it really loud.  The action on the keyboard is superb.  Its by far the best for the money but I would only count on the keyboard a good Double braced stand is better than the one they send also.  Even at that though it plays like my 2000.00 dollar yamaha p200."
1386,What are the dimensions of the neck thickness?  I prefer a thinner neck,thickest neck I've ever played... Think of it as a U shape neck on steroids...
1387,is there a battery in the back for the pickups?,"No, it uses passive pickups"
1388,can it be used with iphone 4?,"Yes, works with 4 & 4S perfectly."
1389,Is this a downloadable version?,I received it in the box.
1390,Will this unit and the Algoriddim app work with the first generation I pad 1?,All ipads work with it. But just the one app
1391,how do you get the wireless mics to work that come with the unit?,"well, besides the hand mic, you can only use one of the two lapel mics. It's either the one with a head piece or the one with a clip. I just put a battery on the black mic box and it was automatically connected to the unit. same goes for the wireless mic. I just inserted the battery, adjusted volumes and it worked perfectly fine for me.."
1392,Is there any difference between these headphones and the one's sold directly by Amazon?,"A model code with be the same as long as it is the same version, the bonus products may be different and shipping speed may be different."
1393,are the strng by defaut good? is it better with   aquila strings?,The strings that come on it sre decent.
1394,Can I use Russion CD,Only if it is a CD+G
1395,is this nylon or steel strings,"Steel string, and what an awesome little guitar. Sounds better than the Baby Martin."
1396,Does it fit an IPAD AIR,"Ionic Rotating Stand Leather Case with SLEEP AND WAKE Functiontion - according to Apple's website, the iPAD Air is a different size than the previous iPADs.  See https://www.apple.com/ipad/compare/   So I don't think that this case will fit the iPAD Air."
1397,"My battery went dead overnight. Is this because it was plugged into the amp? There is no power switch. Thanx, Fred","Yes. Its the bad thing on this unit. No power switch to save battery. If you don't use your guitar every day, and afraid to loss the battery if taken out of holder, just cut a rectangular piece of paper, wrap around over the battery holder where the terminals are, and push it to the battery slot. Its the easiest and simplest thing that I think.  Just make sure that the paper in long enough for its easier to pull out from the slot. In short , ""NO BATTERY CONTACTS""."
1398,Can the unit be used with a recorder like the Tascam DP008,"yes you should be able to use it pretty much with any recorder,run from your voice live out's to your line in's on your recorder/mixer"
1399,I want to be able to MIC the THR5 so I can sing along with a ukulele input into the guitar jack. What mic will work with this amp? THANKS!,"I am impressed with this machine.  I think for a noisy place, since you're working with higher frequencies,  you'll be able to cut through it, placed high.  Cardioid, I'd just try what I had available."
1400,come with footswitch?,Yes it comes with a footswitch.
1401,Is this regrind or virgin material? I am in need of very low VOC properties as I wish to use this in a car interior.,"I put the whole 100 square feet in my van under  the stock covering, and never noticed any smell."
1402,How long is the included cable that comes in the bundle?,I  think its 5_foot.  It should be long enough to do what you want to do with it.
1403,Is the se2200a mk mic available?,"The sE2200a II C is currently available, yes."
1404,How wide is each one of the pads?  Do you need one or two per speaker?,"10.5wide  x 13 Long you I only need one pad per speaker. I have B&W; DW601's support them really well, they weight of the speaker doesnt make a dent in the foam."
1405,Is there a reason for the color?,To look cool. Duhh
1406,Does this come with a case?,"It does not come with a case, cordoba  does have some nice padded gig bags for around $25 here on amazon."
1407,Does it work well for flying?,"If this was a carry-on, I'd say no problem, but if it was to be checked in with other luggage, I wouldn't take that chance."
1408,Does the case come with the velvet cover to buffer between the bows and violin?,"Yes, it does."
1409,"How tall wil this go, suitable for standing?  Will the top lay horizontally?  How is it holding up for you?  Thanks!","Yeah, I just extended it all the way, and you can raise the bottom edge (where you would rest your music) up to 48"". You can lay the top horizontally (in fact, it'll flip 180 degrees), and with the knob you can get it to hold pretty tight. I'm not using it professionally, so I can't say to what degree it would hold up when it's regularly being used/abused as it's being broken down on a regular basis. I mostly have had it in one position since I got it."
1410,for what age group?,"I wouldn't recommend this for any age group, very poor quality. You have to almost pound on the keys to get any sound out of it. I was very disappointed when my son opened it on Christmas morning and tried to play it."
1411,Do the keys light up so you know which keys to push or are they just for decoration?,The keys lights up to know which keys to push.  This helps in learning how to play.  I actually purchased this and donated to my Mom's alzheimer activities coordinator.  Mom was an organist for over 65 years and has alzheimer's and doesn't play anymore.  The lights help stimulate her and is a sense of joy for her and her other companions on the floor.
1412,do this 3100gb hohnor panther diatonic accordion come with straps i know it comes with gig bag,yes it does
1413,Hellowanted to know how many boxes they ship,Just one!
1414,"Hi, I'm using two Audio-Technica atr2100 usb/xlr mics and would like to plug in a 3rd source, say Skype or GChat audio.  Will the mixer support this?","Yes, you have two more channels where you can plug in sources with a 1/4 inch jack. I use a 1/4 to 1/8 inch adapter to add in Skype audio through Line In 3/4."
1415,warnenty,One year warranty
1416,What is the calibration range for the tuner? Can it be set to center at A=432hz?,I double checked and the Korg can do an A at 432 hz.
1417,Is the white section lycra or plexiglass?,"It's a fabric, not 100% sure what it is. I expected fiberglass but it still looks and works great. My only concern is that it may tear at some point."
1418,Does this keyboard have Oriental styles and voices? how good are those sounds?,"Looking at it now, I don't find any oriental sounds. Other sounds over all are excellent. A few months after purchas I played a Yamaha psr950. The voices blew away anything I've ever heard except the actual instrument. It's 800 more money , but if you're future proofing it's the one. Also don't know if it has oriental  voices sorry"
1419,Can I create a patch inside the synth? I read a comment online that said user patches can only be created in a DAW,"You can certainly tweak, create and edit your own patches using the MinoNova interface, but it isn't recommended because it's not the most user friendly environment do it in. The DAW software acts as a bonus to alleviate bouncing around sub menus."
1420,Does it work on Mac?,Pass on this partner. I fought with it for too long to be able to return it. $50.00 mistake.
1421,can i add more fish to this column?does the top come off?,"Yes, you can add more fish, I have 8 in mine. Yes, the top comes off. Love my sensory bubble lamp."
1422,"So, can this be used as a LIVE microphone? so the receiver would transmit to your phone, which would connect to a bluetooth speaker??","Yes, it can use with LiveMIC and tramitt the audio/voice to your phone via 3.5mm TRRS audio cable on RX"
1423,Can you or can you not see the lyrics on the ipad screen when you are playing songs off youtube?,no
1424,Is it a 110 or a 220?,110V
1425,Will this work on an iPad 3 with a case on?,"Yes, it will hold a iPad 3 but I can say for certain with a case on it."
1426,Just to clarify this is an Upgrade to cubase 7.5 from cubase le or ai right? Also does it come with a usb elicenser (aka usb dongle)?,"Yes, it is an upgrade from LE  and AI, and, No, it does not come with a USB dongle. Thanks."
1427,WHAT IS TAGALOG,Tagalog is our dialect. Its our main language in the philippines
1428,"Is this a 2-way speaker system or is only a 12"" Sub Woofer?",I describe it as a single mid range speaker . it does have a small tweeter. it has excellent bass response but I would not call it a woofer.
1429,how does the power supply work when you cut the strips?,"You can cut the strips at certain contact points( I think it was every 3 LEDs). From there you can either solder on fresh wires or use premade connectors to the contact points,(+) and (-). It's not complicated at all and easily done."
1430,is this loud,Yes it is!
1431,Would this mic be compatible with a Canon 7D?,"Sure. The connector on the mic is an XLR connector which can be adapted to a mini jack, or a 1/4 jack, or another XLR connection. Just depends what you're connecting it to."
1432,Does the FP02M require a 9V or external power supply?,"No, it just connects with a guitar cable to your foot pedal."
1433,Does it come with a gig bag,"Yes, a gig bag is included."
1434,"Does this korg have an actual attached speaker, or do they mean the internal/built in ones on the piano ? Also how many pounds does this unit weigh ?   M","Internal built-in speakers that, to me, are excellent.  It's not separate."
1435,will these fit a Taylor model 110?,"Yes, I installed them on my Taylor 110.  It is a nice upgrade but only noticeable with new strings.  With old strings, nothing will help the tone except new strings."
1436,does it work in the car? (have 30 pin connector hooked in the car),"I just bought this and tried it on my 2008 Audi A4 with Symphony II+ radio with OEM 30pin iPod connection, and it does not work. It is powered and pairs with my phone, but the radio does not recognize it when music is playing from my phone. Note that this is radio is before the new Audi MMI interfaces came out."
1437,Is it compatible with Windows 8.1?,No drivers required. It's setup by your DAW.
1438,does the software it comes with possibly download to a HP computer??,Yes it does! I have an HP computer and it works great..!
1439,"This baby is good for other instruments too, right? I need a couple of such cables for a synthesizer, to connect it to an audio interface/amp on stage","This isn't an easy question to answer without the specifics of what you're trying to hook up. This is a guitar cable. It is mono and will work well in transferring a low power signal to an amp, etc. If you're trying to hook up an amp to a speaker for example, this is not what you want. For an already amplified signal you'll need a 1/4"" speaker cable. There is a huge difference. One is shielded and meant to carry a high impedance signal to an amplification source, the other is not shielded and meant to carry a much stronger power signal with low impedance. You should Google the specifics of your gear because using this cable for instance to run from an amp head to a speaker could possibly cause major damage. I hope this helps!



    This isn't an easy question to answer without the specifics of what you're trying to hook up. This is a guitar cable. It is mono and will work well in transferring a low power signal to an amp, etc. If you're trying to hook up an amp to a speaker for example, this is not what you want. For an already amplified signal you'll need a 1/4"" speaker cable. There is a huge difference. One is shielded and meant to carry a high impedance signal to an amplification source, the other is not shielded and meant to carry a much stronger power signal with low impedance. You should Google the...
      » 
Read More


   This isn't an easy question to answer without the specifics of what you're trying to hook up. This is a guitar cable. It is mono and will work well in transferring a low power signal to an amp, etc. If you're trying to hook up an amp to a speaker for example, this is not what you want. For an already amplified signal you'll need a 1/4"" speaker cable. There is a huge difference. One is shielded and meant to carry a high impedance signal to an amplification source, the other is not shielded and meant to carry a much stronger power signal with low impedance. You should Google the specifics of your gear because using this cable for instance to run from an amp head to a speaker could possibly cause major damage. I hope this helps!
      « 

Show Less"
1440,Is there a spot for the violin bow.  I don't see it in the picture.,No there is no place to put the violin bow
1441,Does this amp support other instruments like a mandolin or ukulele?,If you can plug them in like a guitar it will work...but they will not have any sounds designed for them...just sounds designed for electric guitar...
1442,what am im post to be looking at,The sturdiness..how much can it hold? It is very good. I still use it in my home studio to hold my most valuable Yamaha!
1443,I have a Pyle 1050 portable pa speaker.  Can I hook that up to this speaker to have a two speaker system at events?,Yes you can
1444,will this work and fit my Samsung galaxy tab 3 7.0 tablet?,with my Samsung galaxy tab 2.7 works good. and perfectly fit. if galaxy tab 3.7 is the same dimensions with tab 2.7 I think will fit too. even with my smartphone lg spirit the keyboard working good too using the word processor apps. hope you got an idea.
1445,does it have selectable drum beats to play along to,It has different things to press but you get the same sound to all of them I wouldn't waste money on it. I returned mine for a refund. I had a problem getting it from the seller BUT !! Amazon  stepped in and refunded my money. This item is the most misleading item I've ever bought. BEWARE OF IT
1446,What are the box dimensions ?,big
1447,"Hi, does this punch out work well on regular paper?",no it does not work for regular paper..just for card stock and plastics to make guitar picks
1448,Does it comes with power supply? Does Power cord is included?,"Yes, power cord is included."
1449,Does this work with the canon t2i?,Works just great.
1450,is this a neck or bridge pickup?,It will probably be good in any position.
1451,Does it have a slot to plug in headphones for previewing?,"No.  You will have to get a USB external sound card.  I got mine off Amazon for only $3.16.  Just search USB external sound card in the Amazon search box.  I got the 7.1 Channel USB external sound card adapter.  It works great.  I'm still waiting for my mixtrack 2 ,but I used the sound card with another numark unit."
1452,Is that the professional full edition?? I mean does it have any limitation??,Yes it is the full Professional version 11 with an iLok 2
1453,Can I use the pa130 adaptor with this keyboard?,Yes
1454,Are the 2 extra pres and ADAT input worth the extra $100 (40% more) for the 8i8 (vs the 6i6)? The 6i6 specs & other features seem similar to the 8i8.,"It depends on what you're going to be recording. If you plan on, in the future, needing more than 4 mic inputs (for say, a drumset), you're going to want that ADAT input. Focusrite sells other products like the Scarlett 18i20 and the Saffire Octopre that have 8 mic preamps and an optical output so you can mic up larger ensembles while still only going through one interface. The great thing about going that route is that it's already mapped out through the 18i8 so you can edit each channel separately in your DAW, unlike recording the drumset through an analog mixer and then outputting from that mixer into your interface and only having two channels (left and right) to edit in your DAW.



    It depends on what you're going to be recording. If you plan on, in the future, needing more than 4 mic inputs (for say, a drumset), you're going to want that ADAT input. Focusrite sells other products like the Scarlett 18i20 and the Saffire Octopre that have 8 mic preamps and an optical output so you can mic up larger ensembles while still only going through one interface. The great thing about going that route is that it's already mapped out through the 18i8 so you can edit each channel separately in your DAW, unlike recording the drumset through an analog mixer and then outputting from...
      » 
Read More


   It depends on what you're going to be recording. If you plan on, in the future, needing more than 4 mic inputs (for say, a drumset), you're going to want that ADAT input. Focusrite sells other products like the Scarlett 18i20 and the Saffire Octopre that have 8 mic preamps and an optical output so you can mic up larger ensembles while still only going through one interface. The great thing about going that route is that it's already mapped out through the 18i8 so you can edit each channel separately in your DAW, unlike recording the drumset through an analog mixer and then outputting from that mixer into your interface and only having two channels (left and right) to edit in your DAW.
      « 

Show Less"
1455,What cables would I purchase to connect this to my TV?Thanks so much !,"One would have to know a lot more about your TV to answer that. I will try to be very basic because I don't know how much you know about these things. Starting with the speaker (JBL LSR 305) There are two kinds of connectors that plug into the ""jacks"" or ""female"" (receptive) connectors on the back side of the JBL LSR 305; either works. One type takes what's commonly called a ""phone plug"" or phone connector (check ""phone plug"" on wikipedia to see a picture), also called a 1/4"" TRS (tip-ring-sleeve) connector. The other takes what is called an XLR connector. That is how the sound signal gets into the speaker. The phone plug, or XLR connector, are on one end of the cable that will carry the audio signal to the speaker from its source. What we do not know is the source of your audio signal, and what kind of plug or connector needs to be on that end of the cable to plug into that audio signal source. Your TV manual may tell you how to get ""audio output"" from the TV. It may have a jack for what's called an RCA connector, or it may have a ""headphone"" jack. However, the signal source you want may not be the TV itself. For example, my TV is set up so that the audio that accompanies the video comes not from the TV itself but from my Receiver (these are sometimes called an ""amplifier""). That's because I use the speakers with other media sources, like a DVD and CD player and even a phonograph turntable. The receiver is a complex switching system that takes audio in (from cd player, turntable, etc) and puts it out again, often amplified. If that is how your system is set up, check the manual for the receiver/amplifier to see what audio output (""audio out"") jacks it has. Whatever they are, that's the connector that needs to be on the other end of the cable that runs to the speaker (LSR 305). There are TWO MORE points here that are important. FIRST, each unit, or individual JBL LSR 305 speaker, is a ""mono"" speaker, not stereo. It only plays one track, usually a ""left"" or ""right"" track of a stereo signal. So, if your audio output is like a headphone jack, you are going to get stereo output in a SINGLE cable and you have to split that into two, the left and right, and each needs to go to a cable to the JBL LSR 305 that you put on the right listening side or the left (each cable has its TRS or XLR connector on the speaker end). The job of separating the stereo right and left outputs can be done by what's called a ""Y"" cable or just a special ""splitter"" that has one plug on one side and two on the other. Usually a receiver or amplifier, if that's what you're using, will have, already, ""left"" and ""right"" jacks, so you don't need a splitter, just two cables with the appropriate connector on each end. SECOND, the JBL LSR 305 is what is called an ""active"" or ""powered"" speaker. That means it has its own amplifier inside it. Because of that, you need to plug the LSR 305 into an AC source. Also because of that, the signal that you feed into the TSR or XLR jack should NOT already be amplified. Instead, it should be ""line level"" or unamplified. That is the kind of signal you will get from your cell phone or the speaker jack on your notebook computer or tablet. As the other person posting an answer noted, these are professional audio speakers and give a very ""accurate"" reproduction of the signal which you may or may not ""like."" They do have Bass down to 43 Hz, which includes most music, but not the rumbles and noise of some TV broadcasts. They also only give you stereo, not ""surround"" sound. If what you want is accurate reproduction they are great. Optimally, you would try them to see what you think - be sure you can return them if they don't fit what you think of as ""TV sound"".I hope this level of detail is not offensive and allows you to figure out how to connect your TV. You are just going to need some more detail about where the audio signal you want to play through the LSR 305 comes from, and whether it's stereo or already Left/Right, and how to get an unamplified, line level (""line out"") signal. If it's confusing let me know and i'll try to clarify.



    One would have to know a lot more about your TV to answer that. I will try to be very basic because I don't know how much you know about these things. Starting with the speaker (JBL LSR 305) There are two kinds of connectors that plug into the ""jacks"" or ""female"" (receptive) connectors on the back side of the JBL LSR 305; either works. One type takes what's commonly called a ""phone plug"" or phone connector (check ""phone plug"" on wikipedia to see a picture), also called a 1/4"" TRS (tip-ring-sleeve) connector. The other takes what is called an XLR...
      » 
Read More


   One would have to know a lot more about your TV to answer that. I will try to be very basic because I don't know how much you know about these things. Starting with the speaker (JBL LSR 305) There are two kinds of connectors that plug into the ""jacks"" or ""female"" (receptive) connectors on the back side of the JBL LSR 305; either works. One type takes what's commonly called a ""phone plug"" or phone connector (check ""phone plug"" on wikipedia to see a picture), also called a 1/4"" TRS (tip-ring-sleeve) connector. The other takes what is called an XLR connector. That is how the sound signal gets into the speaker. The phone plug, or XLR connector, are on one end of the cable that will carry the audio signal to the speaker from its source. What we do not know is the source of your audio signal, and what kind of plug or connector needs to be on that end of the cable to plug into that audio signal source. Your TV manual may tell you how to get ""audio output"" from the TV. It may have a jack for what's called an RCA connector, or it may have a ""headphone"" jack. However, the signal source you want may not be the TV itself. For example, my TV is set up so that the audio that accompanies the video comes not from the TV itself but from my Receiver (these are sometimes called an ""amplifier""). That's because I use the speakers with other media sources, like a DVD and CD player and even a phonograph turntable. The receiver is a complex switching system that takes audio in (from cd player, turntable, etc) and puts it out again, often amplified. If that is how your system is set up, check the manual for the receiver/amplifier to see what audio output (""audio out"") jacks it has. Whatever they are, that's the connector that needs to be on the other end of the cable that runs to the speaker (LSR 305). There are TWO MORE points here that are important. FIRST, each unit, or individual JBL LSR 305 speaker, is a ""mono"" speaker, not stereo. It only plays one track, usually a ""left"" or ""right"" track of a stereo signal. So, if your audio output is like a headphone jack, you are going to get stereo output in a SINGLE cable and you have to split that into two, the left and right, and each needs to go to a cable to the JBL LSR 305 that you put on the right listening side or the left (each cable has its TRS or XLR connector on the speaker end). The job of separating the stereo right and left outputs can be done by what's called a ""Y"" cable or just a special ""splitter"" that has one plug on one side and two on the other. Usually a receiver or amplifier, if that's what you're using, will have, already, ""left"" and ""right"" jacks, so you don't need a splitter, just two cables with the appropriate connector on each end. SECOND, the JBL LSR 305 is what is called an ""active"" or ""powered"" speaker. That means it has its own amplifier inside it. Because of that, you need to plug the LSR 305 into an AC source. Also because of that, the signal that you feed into the TSR or XLR jack should NOT already be amplified. Instead, it should be ""line level"" or unamplified. That is the kind of signal you will get from your cell phone or the speaker jack on your notebook computer or tablet. As the other person posting an answer noted, these are professional audio speakers and give a very ""accurate"" reproduction of the signal which you may or may not ""like."" They do have Bass down to 43 Hz, which includes most music, but not the rumbles and noise of some TV broadcasts. They also only give you stereo, not ""surround"" sound. If what you want is accurate reproduction they are great. Optimally, you would try them to see what you think - be sure you can return them if they don't fit what you think of as ""TV sound"".I hope this level of detail is not offensive and allows you to figure out how to connect your TV. You are just going to need some more detail about where the audio signal you want to play through the LSR 305 comes from, and whether it's stereo or already Left/Right, and how to get an unamplified, line level (""line out"") signal. If it's confusing let me know and i'll try to clarify.
      « 

Show Less"
1456,i bought four of the lights and i want to use them with a dmx controller but how do i get them to communicate with the system?,"For our application at the church that i pastor we chose to go with the myDMX software package and adapter which we got at Amazon as well.  Reason being it appeared to be far more expandable than a traditional lighting board. It was very simple to get them up and running with a couple of basic scenes. I just chose a light profile (I used a generic one. They didn't have these in the list but I emailed support and they are creating a profile) dragged it over to the lighting scene setup which btw, told me each light address so i could set the corresponding light and then I just moved each slider to the color that i wanted. The generic profile only gave me 3 channels but I really didn't need strobing or anything fancy yet til i get the profile from support. Are you using software or a physical light board? I hope this helps. If I can help more please let me know.



    For our application at the church that i pastor we chose to go with the myDMX software package and adapter which we got at Amazon as well. Reason being it appeared to be far more expandable than a traditional lighting board. It was very simple to get them up and running with a couple of basic scenes. I just chose a light profile (I used a generic one. They didn't have these in the list but I emailed support and they are creating a profile) dragged it over to the lighting scene setup which btw, told me each light address so i could set the corresponding light and then I just moved each...
      » 
Read More


   For our application at the church that i pastor we chose to go with the myDMX software package and adapter which we got at Amazon as well.  Reason being it appeared to be far more expandable than a traditional lighting board. It was very simple to get them up and running with a couple of basic scenes. I just chose a light profile (I used a generic one. They didn't have these in the list but I emailed support and they are creating a profile) dragged it over to the lighting scene setup which btw, told me each light address so i could set the corresponding light and then I just moved each slider to the color that i wanted. The generic profile only gave me 3 channels but I really didn't need strobing or anything fancy yet til i get the profile from support. Are you using software or a physical light board? I hope this helps. If I can help more please let me know.
      « 

Show Less"
1457,Is it possible to buy an extra pedal to hook up double bass and hihat,You can buy another pedal and daisy chain it for double bass or buy a kick pad if you have a double. Don't think you can add another hi-hat pedal but you can make rims into remote hi-hats.
1458,I got mine today and it had a lot of noise without the mic even being plugged. Is it defective? Is it just the interface?,Go to the Behringer Web site and download the latest drivers for it. The same thing happen to me. Works just fine now.
1459,what do these speakers weigh?,About 15 lbs
1460,"Is this the real esp ltd ec1000 vb, or is it a junior model of some sort? How is it that this bundle is less than the guitar by itself?","The real thing.  The case is a little on the cheap side but I'm guessing that the bundle might have been sold in volume at a discount, I don't know.  I do own this bundle and it is the real LTD EC1000."
1461,Is the bench part of the bundle ?,When we ordered there is no bench. But the latest deal looks like coming with a bench. Check directly with the supplier.
1462,How many tomatoes can you stack on top of the Launchkey before they topple over?,Depends on your balancing skills.
1463,Does this work with WINDOWS 8?,"This was taken directly from Serato's site regarding Windows 8 compatibility:Windows 8 and 8.1 are not currently supported for use with Serato software. There are many users running Serato software with Windows 8 and 8.1 without problem, but official support for an Operating System takes time due to the rigorous testing required.We are working towards our software supporting Windows 8 and 8.1 by fixing issues as they come up and furthering our testing. We are happy for users to test their setups with Windows 8 and 8.1, but until we are certain of their reliability we recommend that users don't perform using them.



    This was taken directly from Serato's site regarding Windows 8 compatibility:Windows 8 and 8.1 are not currently supported for use with Serato software. There are many users running Serato software with Windows 8 and 8.1 without problem, but official support for an Operating System takes time due to the rigorous testing required.We are working towards our software supporting Windows 8 and 8.1 by fixing issues as they come up and furthering our testing. We are happy for users to test their setups with Windows 8 and 8.1, but until we are certain of their reliability we...
      » 
Read More


   This was taken directly from Serato's site regarding Windows 8 compatibility:Windows 8 and 8.1 are not currently supported for use with Serato software. There are many users running Serato software with Windows 8 and 8.1 without problem, but official support for an Operating System takes time due to the rigorous testing required.We are working towards our software supporting Windows 8 and 8.1 by fixing issues as they come up and furthering our testing. We are happy for users to test their setups with Windows 8 and 8.1, but until we are certain of their reliability we recommend that users don't perform using them.
      « 

Show Less"
1464,is this dual voltage (as in can it be used in the states with 110v outlets and in europe with 220v outlets and a plug adapter),The back of the amp says 120V at 60 hz only
1465,will this work with windows 7 and amd a6 with 1.4 ghz processor?,Yea Desktop computer? Or laptop? I didn't have any problems connecting. It cones with virtual DJ installer disc free (: the disk has drivers on it for whatever UI you have all the way back to windows xp
