,Questions,Answers
1230,Is Barrys gold blend tea organic?,"The company does not state that it is organic, but it does state:  All of Barry's Teas are 100% natural - no additives, no artificial colourings, no preservatives, no funny business. I also agree 100% with Faber Mcmullen. Not just because me mother was born in Ireland."
1231,Can you use your kefir to make more kefir?,"Yes, you can.  When my kefir starts getting low, I sometimes transfer the kefir into a clean jar and add milk and let it ""work"" until it's the consistency I desire, usually more like yogurt than milk.  I use the packs when we travel which is more convenient."
1232,"Microwaveable or not? So, the 3 oz. bowls are definitely not safe to microwave (my family has bought those many times) due to the metallic lid, but I haven't seen these smaller cups before... The product features say that you can microwave them, but the safety information section says not to - so which is it?



    Microwaveable or not? So, the 3 oz. bowls are definitely not safe to microwave (my family has bought those many times) due to the metallic lid, but I haven't seen these smaller cups before......
      » 
Read More


   Microwaveable or not? So, the 3 oz. bowls are definitely not safe to microwave (my family has bought those many times) due to the metallic lid, but I haven't seen these smaller cups before... The product features say that you can microwave them, but the safety information section says not to - so which is it?
      « 

Show Less",I assume that the water can be boiled in a microwave and then poured over the noodles in the cup... this is the usual method for such products.
1233,"if i ship it by boat, to south korea, do you think it will arrive in an edible condition?",I think it will be OK.
1234,"Does it really have aluminum, hydrogenated oil, and corn syrup in it as the reviews say?","The ""bad"" stuff is in the non-dairy creamer in this particular version of Gano. Their plain Gano without the creamer is made from organic coffee and the Ganoderma Lucidum mushroom. Here is a copy of the Nutrition Label from a box of Gano 3-in-1... Ingredients:Coffee, Sugar, Non-Dairy Creamer (Glucose, Corn Syrup Solids, Palm Kernel Oil, Sodium Caseinate (from Milk), Potassium Phosphate, Sodium Tripolyphosphate, Mono- and Diglycerides, Datem, Riboflavin, Sodium Aluminum Silicate), and Ganoderma Lucidum extract."
1235,how many ounces is the bottle?,.45 fl. oz...13.5 ml
1236,Is the product clear wrapped or with the name of the product on each piece?,yes they are each in their little completely advertised packages. NO clear wrappers like in the old days..
1237,Why is this $11.49 when a box at the store costs ~$3.99?,"Because it is a rip off. Pure and simple. I suckered for it. Don't you do it, too."
1238,"Mixing instructions Following the suggested mixing instructions on the package, how many gallons (litres? quarts?) of milk will this 2500g package make?   I haven't yet bought any.  It seems expensive.  Very expensive.  Unless it makes many, many gallons of milk.



    Mixing instructions Following the suggested mixing instructions on the package, how many gallons (litres? quarts?) of milk will this 2500g package make?   I haven't yet bought any.  It seems...
      » 
Read More


   Mixing instructions Following the suggested mixing instructions on the package, how many gallons (litres? quarts?) of milk will this 2500g package make?   I haven't yet bought any.  It seems expensive.  Very expensive.  Unless it makes many, many gallons of milk.
      « 

Show Less","If my math is right, this will make aprox 13 gallons of milk.  That would make the cost $3.97 per gallon.  Hope that this helps."
1239,are these from china also?,they are from SincerelyNuts.com   you can contact them and ask.  There is no indication of the source on the package or website but they do have an meal address  care@sincerelynuts.com
1240,"Are these full leaves, or are they ground down so that you have to use a strainer/filter?","Full leaves, but, I use a filter, it's easier."
1241,Is this for 12 boxes of 4 ct bags or a total of 12 bags?,It's 12 boxes of 4 bags in each box.
1242,Where are the nutrition facts for these? WHy doesn't Amazon.com post them for food products?,I have ordered these recently - here's some of the nutrition info from the label:  Calories 63; Fat 3g; Carb 3g; Fiber 1g; Protein 6g
1243,Whaat is it sweetened with,Organic turbinado sugar
1244,Does this tree need natural light. Or is indoors ok?,It seems to do better with natural light but ive used plant lights on it too. You have to be religious about watering it though or it will die.
1245,is this in  a glass jar?,Yes it is.
1246,why does this product not carry the USDA organic symbol since you claim its organic?,"The USDA does not enforce or have a department for organic honey certification.  The USDA will actually NOT certify honey.  But countries from outside of the USA can actually import honey and say its organic.  Then they can mark it as such.  If you see a USDA Certified Organic honey it is NOT a product of the USA or its from a beekeeper who sells less than $10,000 worth of honey in a year.  If you sell under that amount you aren't held to any labeling restrictions."
1247,"I'd like to know this is original one or fake.. Because I saw "" guarantee tag"" by other site.. but there wasn't tag. just jar...with out box..",Good honey but prefer umf honey
1248,What are the ingredients in the tea?,"check this link, here are the herbs and the properties of each herb of this teahttp://news.floressencetea.com/2012/08/09/floressesnce-tea-8-herb-spotlight/"
1249,How much caffeine is there in each serving or each 1-2 gallon pot you make from a bag?,57-58 mg. per 8 oz is what I have read.
1250,what temperature best suites the 3 money tree plant.,"Hello,what is working for my plant is 72-75.I hope that helps.And it gets indirect sunlight."
1251,Are these super big pills?  Bigger than say an advil soft gel?,"Yes. They are about 3/4"" long 1/4"" wide and almost 1/4"" thick. If you have trouble taking large pills, you would have trouble with these."
1252,can this be used for hair?,hI there. Yes it can. You can use it as a pre-wash conditioner.
1253,What material is used for this tea bag and is it organic as well?,"Ooops, sorry.  The company got back to me the same day and I forgot to post the answer here.  Copied and pasted from their response.""The filter paper we use is made of natural components, the primary componentis abaca (manila hemp).We've gotten many requests such as yours recently, so we had our TechnicalDirector contact our filter paper supplier and this is what she has found:In checking with our filter paper supplier, they use a TCF (Totally ChlorineFree) bleaching process, one that is recognized as a global standard inprocessing of wood pulps for the food industry .Response to Epichlorohydrininquires: All filter paper tea bag types used for Newman's Own Organic Teasare safe for direct food contact. They have all been tested forepichlorohydrin / 3-MCPD residues to ensure that they meet FDA regulationsfor materials in direct contact with food. Recent testing by an outside labshows epichlorohydrin is non-detectable in the filter paper.""



    Ooops, sorry. The company got back to me the same day and I forgot to post the answer here. Copied and pasted from their response.""The filter paper we use is made of natural components, the primary componentis abaca (manila hemp).We've gotten many requests such as yours recently, so we had our TechnicalDirector contact our filter paper supplier and this is what she has found:In checking with our filter paper supplier, they use a TCF (Totally ChlorineFree) bleaching process, one that is recognized as a global standard inprocessing of...
      » 
Read More


   Ooops, sorry.  The company got back to me the same day and I forgot to post the answer here.  Copied and pasted from their response.""The filter paper we use is made of natural components, the primary componentis abaca (manila hemp).We've gotten many requests such as yours recently, so we had our TechnicalDirector contact our filter paper supplier and this is what she has found:In checking with our filter paper supplier, they use a TCF (Totally ChlorineFree) bleaching process, one that is recognized as a global standard inprocessing of wood pulps for the food industry .Response to Epichlorohydrininquires: All filter paper tea bag types used for Newman's Own Organic Teasare safe for direct food contact. They have all been tested forepichlorohydrin / 3-MCPD residues to ensure that they meet FDA regulationsfor materials in direct contact with food. Recent testing by an outside labshows epichlorohydrin is non-detectable in the filter paper.""
      « 

Show Less"
1254,Is this extract clear?,No very black grey in color.
1255,is this product aluminum free?,"I wrote Bob's Red Mill today (7 Oct. 2014) to ask why they no longer used the term ""Aluminum Free"" on their label. Here's the reply I received:Thank you for the inquiry. Bob's Red Mill packages an all natural baking soda mined from the earth. This is still the same product that we have always sold; naturally occurring pure bicarbonate of soda.Like most of our products that we sell, our baking soda is minimally processed (with water) and a product of nature, nothing added (including aluminum), nothing taken out. Recently we took the statement ""aluminum free"" off the label. The reason for taking ""aluminum free"" off the label is because we became aware that there can be naturally occurring trace elements of aluminum in our baking soda-likely due to the fact it comes out of the earth.The other reason for changing the label is that we are not aware of any company that adds aluminum to their baking soda these days. With this in mind, many customers and consumers then question who uses aluminum and confusion ensues. We felt omitting the term ""aluminum free"" will avoid any confusion or misleading claims with our customers. Please feel free to contact me if you have any more questions.



    I wrote Bob's Red Mill today (7 Oct. 2014) to ask why they no longer used the term ""Aluminum Free"" on their label. Here's the reply I received:Thank you for the inquiry. Bob's Red Mill packages an all natural baking soda mined from the earth. This is still the same product that we have always sold; naturally occurring pure bicarbonate of soda.Like most of our products that we sell, our baking soda is minimally processed (with water) and a product of nature, nothing added (including aluminum), nothing taken out. Recently we took the statement ""aluminum...
      » 
Read More


   I wrote Bob's Red Mill today (7 Oct. 2014) to ask why they no longer used the term ""Aluminum Free"" on their label. Here's the reply I received:Thank you for the inquiry. Bob's Red Mill packages an all natural baking soda mined from the earth. This is still the same product that we have always sold; naturally occurring pure bicarbonate of soda.Like most of our products that we sell, our baking soda is minimally processed (with water) and a product of nature, nothing added (including aluminum), nothing taken out. Recently we took the statement ""aluminum free"" off the label. The reason for taking ""aluminum free"" off the label is because we became aware that there can be naturally occurring trace elements of aluminum in our baking soda-likely due to the fact it comes out of the earth.The other reason for changing the label is that we are not aware of any company that adds aluminum to their baking soda these days. With this in mind, many customers and consumers then question who uses aluminum and confusion ensues. We felt omitting the term ""aluminum free"" will avoid any confusion or misleading claims with our customers. Please feel free to contact me if you have any more questions.
      « 

Show Less"
1256,is it smoked Bonito,"The package does not say anything about being ""smoked""  These are just just dried shaved fish flakes.  They use it for cooking, but I give it to my cats, they just love it.  They smell very fishy.  Most of the package are actual flakes, but at the bottom and mixed in are just very fine crushed ""mush"" not flakes at all.  One of my cats eats the ""mush"" the others only eat the flakes, but they all love it.  It is much cheaper than buying the flakes that are marketed for cats, they are in much smaller containers and more expensive."
1257,How many packets come in one order?,It is not packets just one bag
1258,what is the caffiene content?,No caffeine content  is listed on canister; I assume it must be an insignificant amount.
1259,Why didn't I get instructions inside of my boxes of pectin?,Genny....probably just a mis-pack on the production line. We always get instructions in the pectin box. You can get the instructions here: http://www.kraftbrands.com/surejell.
1260,"Are these prunes hard and dry or moist? I read a review somewhere that says some are moist and good, but many are dry and hard.",I've never had dry or hard ones from this brand.
1261,Is this oil unfiltered??,Please see the article at www.colavita.com/authenticity.htm to answer all questions about this fantastic olive oil.
1262,"please the expire date of this product, or best before...  thanks",If the hazelnut oil smells ransid...it has expired
1263,Amazon merged the complaints about a different Hershey's product (Special Dark) from eight years ago into the reviews for this product! Why?,That is a mistake.  Special Dark is a separate product with different taste altogether (I think they add sodium as well as a darker roast).  The natural unsweetened is the original cocoa that everyone likes.
1264,Where is the cinnamon harvested from?,"I transferred this to a glass, air tight container for long term storage, instead of leaving in the plastic ""jar"" it came in.  So unfortunately, I don't have the container any longer.  However, their website states that it's ""native to Sri Lanka and Southern India"".  You may want to contact them directly for more information.  Their website is indusorganics.com.  I hope you find the information you're looking for.  This true cinnamon is definitely worth the additional cost  and then some. � �"
1265,Can the culture be reused from one yogurt to the next rather that needing a starter packet all the time?,"YES, I just started using my own starter from my previous batch of yogurt. The previous batch was made with a starter packets, two (2) packets of 5g of yogurt starter, making two (2) quarts. My new batch I used 3-4 Tablespoons of previous batch, which is probably way too much. It did come out wonderful, a little thick, just add some milk if it is too thick. I have read and you only really need ""...2-3 teaspoons of commercial or homemade yogurt..."" I just get carried away. I make at least two (2) batches a week, so yummy--add raspberries for a topping. I use 2 bags of frozen raspberries place in a pot, adding some water, maybe a 1/2 cup and add about 1/2 cup of sugar.



    YES, I just started using my own starter from my previous batch of yogurt. The previous batch was made with a starter packets, two (2) packets of 5g of yogurt starter, making two (2) quarts. My new batch I used 3-4 Tablespoons of previous batch, which is probably way too much. It did come out wonderful, a little thick, just add some milk if it is too thick. I have read and you only really need ""...2-3 teaspoons of commercial or homemade yogurt..."" I just get carried away. I make at least two (2) batches a week, so yummy--add raspberries for a topping. I use 2 bags of frozen...
      » 
Read More


   YES, I just started using my own starter from my previous batch of yogurt. The previous batch was made with a starter packets, two (2) packets of 5g of yogurt starter, making two (2) quarts. My new batch I used 3-4 Tablespoons of previous batch, which is probably way too much. It did come out wonderful, a little thick, just add some milk if it is too thick. I have read and you only really need ""...2-3 teaspoons of commercial or homemade yogurt..."" I just get carried away. I make at least two (2) batches a week, so yummy--add raspberries for a topping. I use 2 bags of frozen raspberries place in a pot, adding some water, maybe a 1/2 cup and add about 1/2 cup of sugar.
      « 

Show Less"
1266,Nutrition info ?,"Per 2 tbsp serving:  70 cal, .46 g fat, 0 saturated fat, 560 mg sodium, 17 g carbs"
1267,Can you just substitute Pomona's pectin for Ball pectin or Sure Gel in recipes? I like a lot of sugar but would like to use this pectin instead.,I have used this as a replacement for the ball freezer jam. Not sure if that helps.  It works well yet is not as simple as the Ball.  The bonus is there is no preservative.
1268,What is the use by/consume by ate on these?  I am wanting them for March 2014,Hi.  I bought them on 4/21/13 & they say guaranteed fresh until 10/22.
1269,Are there nuts in the brownie or only on the top?,Only on the top.
1270,Does the package note how many carbohydrates are in each stick?,"No, it does not."
1271,What items are included in this combo pack?  The picture shows 2 refills and a spray bottle.,Two refill bottles a spray bottle a green wash basket and a clear soak bowl.
1272,how can i tell if the jar that i will recieve has the real honey not a fake one??,"I have purchased several jars of honey from this company.  It has a very different taste from honey here in the US.  I can't give you a 100% sure way, but that would be one.  Also, I have used this for healing mainly and it works very well."
1273,Is this one package of 24 packets or 3 boxes of 24 packets?,It was 1 package of 24 packets.  Very good flavor.
1274,how much selenium in 2 brazil nuts and what is recommended p.d. ?,"I don't recall the exact micrograms, but the recommendation that I was given was 3 or 4 nuts per day would be a generous and ample supply."
1275,will it work with k 560 2.0,does not work with the 2.0
1276,can i skip the oil and substitute with milk or water? anyone try it?,The mix is perfect the way it is I wouldn't change anything.
1277,What are they made of?,They are the intestines from a pig. Sounds gross but it makes for a great sausage!
1278,Does this product contain MSG?,"Yes, it does. I'm reading it right off the label."
1279,Does this product contain MSG?,"Yes, it does. I'm reading it right off the label."
1280,Is refrigerated? What about the expiration date?,"Hi it does not need to be refrigerated, but is much better cold.  Each package has the expiration date on them."
1281,is this a 30 day serving amount?,Yes
1282,"The label said 1 serving is 20 teaspoons or ~7 tablespoons.  How many cups, quarts, or gallons of tea does that make?  Don't say it depends on taste.","1 serving is for 1 ""mate"" (size of a cup of tea) full in its 3/4 size. Then  tou can drink almost 1/3 Gallon with 1 serving, using a ""bombilla"" to drink it. The bombilla acts as both a straw and a sieve. The submerged end is flared, with small holes or slots that allow the brewed liquid in, but block the chunky matter that makes up much of the mixture. to drink it.  Also you can drink a Mate a a tea, and only use a same amount (1 teaspoon) for a cup of tea. To better understand, find ""mate"" in Google."
1283,approximately how many of these would I need to fill my swimming pool?,That all depends on how small your pool is. If it is as small as your mind  a 1/4 Tsp. should do it. Haha !
1284,How do you store these chives?,"I use an empty 8oz plastic parmesan jar filled with chives on the table (the holes in the lid are large)  put the rest in the freezer until needed.  I have done this almost  a year now, works well for us."
1285,Does it have any ingredients in addition to the salt and iodine?  Thanks,"No - Ingredients: sea salt, iodine 9 mg. This is what is listed on the label."
1286,"One of the coffee bags was hard as a rock when it came, and is still hard...is that normal?","Perfectly... if the vacuum seal is intact.  Your ""brick"" is coffee that's being compressed by the outside air.  Prick a tiny hole with a pin letting in some air and you should see the brick soften as pressure equalizes."
1287,is this a powder or a gel?,Powder
1288,"Should i be worried about customer,who said this is not real Frontier Ceylon Cinnamon?","The story is confusing, but I'll try not to be. ""True"" cinnamon comes from Ceylon (Sri Lanka), and is named either Cinnamomum zeylanicum or C. verum (""true""), and called Ceylon cinnamon. It was the primary cinnamon imported here until the past several decades, when for various reasons, it became quite expensive. Food processors made the switch to C. cassia to save money: same genus; same family; similar flavors; similar effects on blood glucose (for those using herbal medicines), but very different amounts of coumarins, which have blood-thinning properties. Ceylon cinnamon has tiny amounts, while cassia, depending on where it's grown, can have enough to require caution--check with your doctor. Since it's an agricultural product, there's just no way to know the courmarin content in any given amount.                                                                     For cooking, use Ceylon for more delicate, sweet foods, especially baking. For savory food, particularly Mexican, Indian, and other Asian cooking, use cassia. Saigon/Vietnamese cinnamon (cassia) seems to be the most robust-even aggressive, from some suppliers. It's often more expensive than other cassias. You'll find cassias labelled as Chinese cinnamon, Padang cinnamon/cassia, Burmese cinnamon, Java cinnamon, or other identifiers usually linking to where they've been grown. Everything other than Ceylon is cassia, the difference among them being where they were grown. Anyone can slap on a label saying Saigon cinnamon. Unless the Latin name is given, judge by your supplier's reputation and service.  While I order some herbs and spices online, from some marvelous companies, I mostly buy in bulk at my natural foods coop, and they buy from Frontier.



    The story is confusing, but I'll try not to be. ""True"" cinnamon comes from Ceylon (Sri Lanka), and is named either Cinnamomum zeylanicum or C. verum (""true""), and called Ceylon cinnamon. It was the primary cinnamon imported here until the past several decades, when for various reasons, it became quite expensive. Food processors made the switch to C. cassia to save money: same genus; same family; similar flavors; similar effects on blood glucose (for those using herbal medicines), but very different amounts of coumarins, which have blood-thinning properties. Ceylon...
      » 
Read More


   The story is confusing, but I'll try not to be. ""True"" cinnamon comes from Ceylon (Sri Lanka), and is named either Cinnamomum zeylanicum or C. verum (""true""), and called Ceylon cinnamon. It was the primary cinnamon imported here until the past several decades, when for various reasons, it became quite expensive. Food processors made the switch to C. cassia to save money: same genus; same family; similar flavors; similar effects on blood glucose (for those using herbal medicines), but very different amounts of coumarins, which have blood-thinning properties. Ceylon cinnamon has tiny amounts, while cassia, depending on where it's grown, can have enough to require caution--check with your doctor. Since it's an agricultural product, there's just no way to know the courmarin content in any given amount.                                                                     For cooking, use Ceylon for more delicate, sweet foods, especially baking. For savory food, particularly Mexican, Indian, and other Asian cooking, use cassia. Saigon/Vietnamese cinnamon (cassia) seems to be the most robust-even aggressive, from some suppliers. It's often more expensive than other cassias. You'll find cassias labelled as Chinese cinnamon, Padang cinnamon/cassia, Burmese cinnamon, Java cinnamon, or other identifiers usually linking to where they've been grown. Everything other than Ceylon is cassia, the difference among them being where they were grown. Anyone can slap on a label saying Saigon cinnamon. Unless the Latin name is given, judge by your supplier's reputation and service.  While I order some herbs and spices online, from some marvelous companies, I mostly buy in bulk at my natural foods coop, and they buy from Frontier.
      « 

Show Less"
1289,What is the shelf life of Mr. Yoshida's Original Gourmet Sauce?,"Over a year on the use by date on the bottle, I refrigerate it after opening it and generally use it within 6 to 8 months. Always stays fresh and the taste is always the same."
1290,"Can you confirm if these are Gluten Free, Casein Free, Soy Free, and Corn Free?  Thank you!","The ingredients are:  water, maltitol syrup, isomalt, gelatin, natural vanilla flavor, natural black carrot juice colour. I don't eat gluten or dairy or soy and I will eat a couple of these without problem. I don't trust ingredients labeled natural. Hope this helps"
1291,"Is it cheaper to boil the berries for syrup and if so, how do you do it?","It is much cheaper to make your own than to buy store brands like Sambucol. You just boil 3/4 to 1 cup of the dried berries in a quart of water until the liquid is reduced by half, strain it through a cheesecloth, add 1/2 to 1 cup of raw honey, sugar or pure maple syrup according to taste, and put it in a jar in the fridge.If that's too much work you can make an elixir by steeping about 3 oz of the berries in a pint of good brandy with about half a cup of raw honey (or more to taste) in a sealed jar in your cupboard for 6 weeks."
1292,Is this powder?  It says take 3 vcaps/day.,Supplement FactsServing Size: 1 Scoop (Approximately 4 Grams)Servings Per Container: Approximately 45.It says one scoop so sounds like a powder to me.
1293,Where is the Nagano White Miso Paste grown and made?  Thank you.,"The label reads product of japan, and imported by JFC international Los angles ca."
1294,"Once I open it, how long will they stay fresh? This is a good deal, but I'm only by myself..so it could take like a year to finish 5bls","Unroll bag and just cut one corner with scissors to form a mouth.  Pour about 1 pound at a time into an airtight container, leaving the rest in the bag.  Fold mouth part in, and duct tape shut.  That's how I've done it for the past 2 years.  Simple and efficient.  Also, from everything I know about coffee beans, refrigerator storage is not recommended as it dries out the bean."
1295,HiI was wondering if this milk needs to be refrigerated? Thanks!,No it does not. Only after opening.
1296,Is each tablet individually wrapped?,It is not in a tablet form. The individual packets contains approx. 8 gms of the Emergen-C juice powder.
1297,Will those almonds sprout?,Yes
1298,bit of honey,"They are completely different candies. The Bit-O-Honey is a chewy/nougaty type of candy. It rates good, but I prefer jellies and Chuckles are the best tasting jellies for me."
1299,Since these are STORED & SHIPPED from Amazon I want an Amazon answer; Are these in the OEM packaging or are you scooping out of a bulk barrel?,Not familiar with the term OEM...the chocolates are in the Lindt box pictured & are 60 individual pieces wrapped as exactly as they are when you purchase the 5 oz bags in the retail stores for around $4.00 each. The product is superior.. I tested!:)
1300,what are the ingredients of the multigrain pita chips?,"Enriched wheat floor,sunflower and canola oil,organic cane sugar,wheat gluten,sea salt,less than 2% of following...yeast,malted barley,flour,rosemary extract,ascorbic acid.."
1301,how is the packaging. i ordered the orange jelly and package sucked. arrived smushed. need to know if this will be the same,Packaging was awful. Most awesome tasting chocolate cherries. Many broken. Will not order again.
1302,Some customers claim that this isn't a full five gallons; how many ounces do you guarantee?,"If you look at the side of the bottle there is marks of measurement. When full, it fills 20L. 20L = 5.28344 Gal."
1303,Was it Good? I mean The Small Bears are nasty,"I didn't taste the pineapple one, that was sent to my daughter's boyfriend.  He said he liked the flavor.  I did get my kids a cherry one and a blue raspberry one as a gag.  The bears are very dense and rubbery.  I was not kidding about a serrated edge, it's by far the best way to get some off successfully.  The cherry and blue raspberry bears had plenty of flavor, but what it comes down to is what you like.  If you don't like the small ones, I'm not sure you'd like the larger one.  I like gummies, so I had no problem with them.I will say that the reality of the bear is so much more than its picture.  It is a very large, HEAVY piece.  It looks just like the little ones, only much larger.  I was impressed with the size and weight.  I got them as gag gifts, they worked well for that.  If your intended recipient like gummies, they'll like the bears.



    I didn't taste the pineapple one, that was sent to my daughter's boyfriend. He said he liked the flavor. I did get my kids a cherry one and a blue raspberry one as a gag. The bears are very dense and rubbery. I was not kidding about a serrated edge, it's by far the best way to get some off successfully. The cherry and blue raspberry bears had plenty of flavor, but what it comes down to is what you like. If you don't like the small ones, I'm not sure you'd like the larger one. I like gummies, so I had no problem with them.I will say that the reality of the bear is so much more...
      » 
Read More


   I didn't taste the pineapple one, that was sent to my daughter's boyfriend.  He said he liked the flavor.  I did get my kids a cherry one and a blue raspberry one as a gag.  The bears are very dense and rubbery.  I was not kidding about a serrated edge, it's by far the best way to get some off successfully.  The cherry and blue raspberry bears had plenty of flavor, but what it comes down to is what you like.  If you don't like the small ones, I'm not sure you'd like the larger one.  I like gummies, so I had no problem with them.I will say that the reality of the bear is so much more than its picture.  It is a very large, HEAVY piece.  It looks just like the little ones, only much larger.  I was impressed with the size and weight.  I got them as gag gifts, they worked well for that.  If your intended recipient like gummies, they'll like the bears.
      « 

Show Less"
1304,is it 3 boxes of 16 tes bags?,"Yes, 48 bags in total"
1305,Does whole grain actually have more nuggets of the grain in the mix?,"I don't really know, but size of the grains in the box are comparable to the original formula, so I suspect the overall contents are about the same"
1306,is this the same taste as the kind you order at the chinese restaurant,"No, this is more like what you get in an Indian restaurant (Chai is the word indians use for tea). I've been drinking chai all my life but this brand is way too sweet for my tast."
1307,"Can I freeze them?  And is the body 3-4 inches long, or is that with the legs.  3-4 inches for the body sound pretty standard.","I would not order these again. I had these shipped to my mom. She told me at least 1 was rotten. She said the bodies were about 4"" long."
1308,Are these actually Made in Germany as the image shows?,they are German made i assure you 100%
1309,How many Tablespoons or Cups are in 16 oz (1 lb) of sprinkles?,"It's not an apples to apples comparison since one is a measure of weight/mass and the other is volume. However, I weighed a 1/3 cup of sprinkles and it was 2.5 ounces. Hope that helps."
1310,how many tablespoons of cacao powder will provide 200 mg of flavanols?,"Need to query Earth Circle Organics on that. Consumerlab.com recently reported on cacao products & found cadmium, a toxic metal, contamination in many of them. So be careful. If you consume this daily you might want to get their report."
1311,we are used to the individual packets- how many mix-with-1-lb-meat meals does it make?,I guess around 15-16.  The bulk allows you to use more or less according to your taste.
1312,What's the best way to rehydrate these?,Warm or hot water I usually put them in with the soup or cup o noodles
1313,what type of wood is it?,"I purchased this box. It's beautiful and I love it, but I'm not positive what type of wood it is. I went to the Stash main website and found one that is similar. The only difference is the oval gold Stash logo inside the lid is rectangular instead. That description says it is Mahogany. Here is the website so you can compare it yourself and see what you think: http://www.stashtea.com/Stash-Tea-Signature-Chest/dp/B006E9S1I4?class=quickView&fi;eld_availability=-1&field;_browse=2861445011&id;=Stash+Tea+Signature+Chest&ie;=UTF8&r;efinementHistory=subjectbin%2Cprice%2Csize_name%2Ccolor_map&searchNodeID;=2861445011&searchPage;=1&searchRank;=salesrank&searc;hSize=12



    I purchased this box. It's beautiful and I love it, but I'm not positive what type of wood it is. I went to the Stash main website and found one that is similar. The only difference is the oval gold Stash logo inside the lid is rectangular instead. That description says it is Mahogany. Here is the website so you can compare it yourself and see what you think: http://www.stashtea.com/Stash-Tea-Signature-Chest/dp/B006E9S1I4?class=quickView&fi;eld_availability=-1&field;_browse=2861445011&id;=Stash+Tea+Signature+Chest&ie;=UTF8&r;efinementHistory=subjectbin%2Cprice%2Csize_nam...
      » 
Read More


   I purchased this box. It's beautiful and I love it, but I'm not positive what type of wood it is. I went to the Stash main website and found one that is similar. The only difference is the oval gold Stash logo inside the lid is rectangular instead. That description says it is Mahogany. Here is the website so you can compare it yourself and see what you think: http://www.stashtea.com/Stash-Tea-Signature-Chest/dp/B006E9S1I4?class=quickView&fi;eld_availability=-1&field;_browse=2861445011&id;=Stash+Tea+Signature+Chest&ie;=UTF8&r;efinementHistory=subjectbin%2Cprice%2Csize_name%2Ccolor_map&searchNodeID;=2861445011&searchPage;=1&searchRank;=salesrank&searc;hSize=12
      « 

Show Less"
1314,Does this contain other ingredients or is it 100% coconut?,"100% organic coconut, nothing else added"
1315,Are these kosher?,Yes
1316,Does this product still contain carrageenan gum?,"HI Susan, our original Orgain shakes use an organic compliant, non-degraded form that comprises a trace (0.026%) amount of the product.   Our new vegan shakes do not have carrageenan."
1317,Can just the elephant lollipops be ordered?,"I don't think so, we ordered the assorted ones for our son's 1st birthday."
1318,Would it be strong enough to taste in a smoothy. I make then with almond milk and various frozen fruits. Also sweeten with Stevia. Low calorie?,Yes you would taste it
1319,Is it worth the money? Should i just find one somewhere else?,"It is definitely worth the money!  it came already growing, just as pictured.  It is doing well!"
1320,Is this blend of DE ground coffee most like the liquid version used in restaurants! I'm dying to get something as close to that as possible. So good.,"Forrest, I'm retired Air Force, I got assigned to Holland in 1992 and was there till 1996.  While there I fell in Love with Douwe Egbert coffee.  I have been drinking it exclusively since 1992.  I've had a Coffee machine that was a drip/thru that I've used the Ground Coffee with and it does still taste good, but not what I wanted.  Then I bought a French Press and used it for the Ground Coffee, it gave the tasted I needed but was a chore.  Then I found a Senseo Coffee machine that uses DE pods.  Since 1996 when I got back to the States I've been thru 3 machines and by far it produces the best tasting Coffee that you could ever want.  Plus it is way cheaper than Starbucks.  These machines can use one Pod for the folks that like the taste but not the strong coffee and also can use 2 Pods for folks like me.  I found all 3 of these machines in Thrift Stores.  These are the only machines I will use and as long as I can afford the Pods (Inexpensive) and draw air.  Take my advice and I assure you that it will surpass your expectations.  Signed a Loyal Douwe Egberts Coffee Drinker.



    Forrest, I'm retired Air Force, I got assigned to Holland in 1992 and was there till 1996. While there I fell in Love with Douwe Egbert coffee. I have been drinking it exclusively since 1992. I've had a Coffee machine that was a drip/thru that I've used the Ground Coffee with and it does still taste good, but not what I wanted. Then I bought a French Press and used it for the Ground Coffee, it gave the tasted I needed but was a chore. Then I found a Senseo Coffee machine that uses DE pods. Since 1996 when I got back to the States I've been thru 3 machines and by far it produces the best...
      » 
Read More


   Forrest, I'm retired Air Force, I got assigned to Holland in 1992 and was there till 1996.  While there I fell in Love with Douwe Egbert coffee.  I have been drinking it exclusively since 1992.  I've had a Coffee machine that was a drip/thru that I've used the Ground Coffee with and it does still taste good, but not what I wanted.  Then I bought a French Press and used it for the Ground Coffee, it gave the tasted I needed but was a chore.  Then I found a Senseo Coffee machine that uses DE pods.  Since 1996 when I got back to the States I've been thru 3 machines and by far it produces the best tasting Coffee that you could ever want.  Plus it is way cheaper than Starbucks.  These machines can use one Pod for the folks that like the taste but not the strong coffee and also can use 2 Pods for folks like me.  I found all 3 of these machines in Thrift Stores.  These are the only machines I will use and as long as I can afford the Pods (Inexpensive) and draw air.  Take my advice and I assure you that it will surpass your expectations.  Signed a Loyal Douwe Egberts Coffee Drinker.
      « 

Show Less"
1321,Is it normal for the plant to flower without leaves?  I received plant 3 weeks ago.  it has grown no leaves but now flowers are appearing.,The plants will form the flower buds before it grows leaves in the spring. There's nothing to worry about. This table will show you the relative growth cycle for your plant. http://blueberries.msu.edu/growing_blueberries/growth_stages_table
1322,"Since it is now July 2014, if I were to order right now, what is the expiration date of the packets?   I'd need them to last a few months.Please check",My wife has been eating them for a year with no effects. There is not an expiration date listed on the individual packages and we have moved them to a different container.  I would not be concerned about a few months whatsoever.
